Transaction_ID,Transaction_Amount,Transaction_Type,Account_Age,Location_Mismatch,Device_Type,Previous_Fraud_History,Fraudulent_Transaction
200,3899.6,Transfer,16,0,ATM,0,1
201,3210.52,Transfer,19,0,ATM,0,0
202,421.62,Withdrawal,6,0,Mobile,0,0
203,808.98,Transfer,1,0,Web,0,0
204,4492.87,Withdrawal,12,0,Web,0,1
205,3032.54,Transfer,18,0,Mobile,0,0
206,46.98,Purchase,16,0,Mobile,1,0
207,508.26,Purchase,12,0,Web,0,0
208,3317.85,Transfer,13,0,ATM,0,0
209,26.3,Transfer,8,0,ATM,0,0
210,804.88,Withdrawal,1,0,Mobile,1,0
211,2744.12,Purchase,7,0,ATM,0,0
212,3459.78,Withdrawal,15,0,ATM,0,1
213,3260.15,Transfer,13,1,Web,0,1
214,1122.12,Transfer,13,1,ATM,0,1
215,3561.18,Withdrawal,9,0,Web,0,0
216,1187.01,Transfer,15,1,Mobile,1,1
217,1627.67,Purchase,4,1,Mobile,0,1
218,3732.71,Withdrawal,13,1,Web,0,1
219,3248.51,Purchase,12,0,Web,0,0
220,4246.27,Purchase,5,0,Mobile,0,0
221,3288.41,Purchase,7,0,Web,0,0
222,2841.97,Withdrawal,8,0,Mobile,0,0
223,469.28,Transfer,5,0,Mobile,0,0
224,1839.21,Purchase,9,0,Mobile,0,0
225,1326.75,Purchase,14,0,Mobile,0,0
226,1220.7,Purchase,12,0,Mobile,0,0
227,4865.08,Transfer,4,0,Mobile,0,0
228,1966.1,Transfer,8,0,ATM,0,0
229,4460.34,Withdrawal,17,1,ATM,0,1
230,3156.06,Transfer,8,0,Mobile,0,0
231,3974.26,Withdrawal,1,0,ATM,0,0
232,2513.68,Withdrawal,2,0,Web,0,0
233,2884.94,Withdrawal,4,0,Web,1,0
234,2463.1,Withdrawal,1,0,Mobile,0,0
235,977.02,Withdrawal,7,1,ATM,0,0
236,3612.54,Purchase,1,0,Web,0,0
237,1404.58,Transfer,9,0,Web,0,0
238,122.56,Purchase,3,0,Web,0,0
239,3227.72,Withdrawal,12,0,Web,0,0
240,886.38,Transfer,19,0,ATM,0,0
241,4702.35,Purchase,15,0,Web,0,0
242,4769.69,Purchase,16,0,Web,1,1
243,4574.41,Withdrawal,10,0,Web,0,0
244,1851.42,Purchase,6,0,Mobile,0,0
245,78.27,Purchase,17,0,Web,0,0
246,4641.66,Purchase,17,1,Web,0,1
247,2141.49,Purchase,19,0,ATM,0,0
248,4833.31,Purchase,18,1,Web,0,1
249,4818.14,Withdrawal,11,0,Web,0,1
250,4265.19,Withdrawal,7,0,Web,0,1
251,1472.95,Purchase,10,0,Mobile,0,0
252,1926.1,Withdrawal,7,0,ATM,0,0
253,4255.83,Withdrawal,5,0,ATM,0,0
254,1585.29,Transfer,12,0,Mobile,0,0
255,848.29,Purchase,16,0,Mobile,0,0
256,2784.45,Withdrawal,18,0,ATM,0,0
257,4680.84,Withdrawal,3,0,Web,0,1
258,3480.45,Purchase,15,1,ATM,0,1
259,2850.74,Transfer,5,0,Mobile,1,0
260,486.79,Purchase,13,0,Web,0,0
261,3075.42,Transfer,19,0,ATM,0,1
262,4950.28,Purchase,12,0,Web,0,0
263,701.28,Purchase,5,0,Web,0,0
264,2592.13,Purchase,6,0,Mobile,0,0
265,4386.99,Purchase,7,0,ATM,0,1
266,3704.1,Transfer,10,0,Mobile,0,0
267,3485.38,Transfer,16,0,ATM,0,0
268,3512.72,Withdrawal,8,1,ATM,0,1
269,1798.1,Purchase,9,0,Web,0,0
270,1468.67,Transfer,4,0,Web,0,0
271,4047.0,Transfer,8,0,Web,0,0
272,4050.76,Transfer,7,1,Mobile,0,0
273,4335.49,Purchase,15,0,Web,0,1
274,4566.29,Withdrawal,3,0,Mobile,0,0
275,2557.2,Transfer,17,0,Web,0,0
276,2508.08,Purchase,11,0,Mobile,0,0
277,3991.68,Transfer,9,0,ATM,0,1
278,3250.17,Transfer,5,1,Mobile,0,0
279,3510.13,Withdrawal,10,0,Mobile,0,1
280,3979.17,Transfer,15,0,Mobile,0,1
281,4450.14,Transfer,14,0,ATM,0,0
282,1690.64,Purchase,4,0,Mobile,0,0
283,1878.54,Purchase,2,0,ATM,0,0
284,470.82,Withdrawal,12,1,Web,0,0
285,2891.82,Purchase,1,0,Web,0,0
286,180.68,Purchase,5,1,ATM,0,0
287,2328.52,Withdrawal,6,1,Mobile,0,1
288,2713.68,Transfer,11,0,Web,0,0
289,1433.42,Withdrawal,8,0,Mobile,0,0
290,2954.58,Purchase,7,0,Mobile,0,0
291,153.47,Withdrawal,4,0,ATM,0,0
292,187.7,Transfer,6,0,Web,0,0
293,4113.18,Withdrawal,16,0,ATM,0,0
294,1801.59,Purchase,15,0,ATM,0,0
295,636.18,Purchase,14,1,ATM,0,0
296,2611.69,Withdrawal,12,1,ATM,0,1
297,3850.2,Transfer,12,0,Mobile,0,1
298,1079.89,Withdrawal,16,0,Web,0,0
299,3114.83,Transfer,15,0,Web,0,0
300,427.65,Transfer,13,0,Web,0,0
301,259.36,Withdrawal,11,0,Mobile,0,0
302,2657.24,Transfer,17,0,Mobile,0,0
303,2703.63,Purchase,15,0,ATM,1,1
304,3187.51,Withdrawal,14,0,ATM,0,1
305,3630.73,Transfer,10,0,ATM,0,1
306,4879.28,Purchase,12,0,ATM,0,0
307,2581.99,Withdrawal,16,0,Web,0,0
308,1615.46,Purchase,15,1,ATM,0,1
309,3976.14,Purchase,10,0,Mobile,0,1
310,1354.89,Purchase,4,0,Mobile,0,0
311,2195.42,Transfer,9,0,Mobile,0,0
312,393.2,Withdrawal,9,0,ATM,0,0
313,127.73,Withdrawal,11,0,Web,1,1
314,4813.28,Transfer,11,0,Web,0,1
315,4180.06,Withdrawal,7,1,ATM,0,0
316,3480.18,Purchase,10,0,ATM,1,1
317,2045.36,Withdrawal,4,0,Mobile,0,0
318,867.3,Transfer,5,0,Mobile,0,0
319,783.03,Purchase,5,0,Web,0,0
320,1251.96,Transfer,11,0,Mobile,1,1
321,2746.58,Purchase,9,0,Mobile,0,0
322,3573.27,Purchase,16,0,ATM,0,0
323,3301.33,Withdrawal,9,0,Web,1,1
324,1400.39,Purchase,4,0,ATM,0,0
325,4774.37,Transfer,2,0,Web,0,1
326,3689.75,Withdrawal,14,0,ATM,0,0
327,2772.22,Transfer,3,1,Web,0,0
328,3058.99,Purchase,18,0,Mobile,0,0
329,2098.58,Transfer,6,0,Web,0,0
330,1239.41,Transfer,11,0,Web,0,0
331,1780.51,Purchase,18,1,ATM,0,1
332,3789.47,Withdrawal,12,0,Web,0,0
333,72.95,Transfer,5,0,Web,0,0
334,581.25,Purchase,9,0,Web,0,0
335,230.97,Withdrawal,18,0,ATM,0,0
336,204.6,Withdrawal,19,0,Web,0,0
337,4277.45,Withdrawal,3,1,ATM,0,1
338,3518.59,Transfer,9,1,Mobile,0,1
339,2371.39,Transfer,4,0,ATM,0,0
340,490.07,Transfer,17,0,Web,0,0
341,2458.59,Withdrawal,17,0,Mobile,0,0
342,2367.89,Transfer,2,0,Web,1,0
343,866.84,Purchase,9,1,ATM,0,0
344,2169.82,Transfer,9,0,Mobile,0,0
345,1993.13,Transfer,5,0,Mobile,0,0
346,3079.63,Withdrawal,15,0,Mobile,1,1
347,3175.83,Transfer,15,1,Web,0,1
348,227.47,Purchase,3,0,Mobile,0,0
349,1873.69,Withdrawal,19,0,Mobile,0,0
350,3129.67,Purchase,3,0,Mobile,0,1
351,2516.18,Withdrawal,6,0,Mobile,0,0
352,4282.59,Withdrawal,4,1,ATM,0,1
353,3293.81,Transfer,13,0,Web,0,0
354,815.51,Purchase,13,0,Web,0,0
355,353.77,Withdrawal,11,0,Mobile,0,0
356,3212.45,Transfer,5,0,ATM,0,0
357,133.53,Withdrawal,1,0,Mobile,0,0
358,2929.29,Withdrawal,9,0,Web,0,0
359,4701.21,Withdrawal,17,0,Web,0,0
360,2877.8,Withdrawal,1,0,Web,0,0
361,1941.46,Withdrawal,3,0,Mobile,0,0
362,3216.8,Withdrawal,15,1,Mobile,0,1
363,2291.81,Transfer,10,0,ATM,0,0
364,2728.54,Withdrawal,8,0,ATM,0,0
365,4707.38,Purchase,12,1,Web,0,1
366,1931.13,Transfer,15,0,Web,0,0
367,4805.99,Purchase,9,0,ATM,0,0
368,4526.85,Withdrawal,10,0,Web,0,1
369,979.76,Purchase,9,0,ATM,0,0
370,347.74,Withdrawal,15,0,Mobile,0,0
371,504.79,Withdrawal,1,0,Web,0,0
372,92.09,Transfer,2,1,Web,0,1
373,473.12,Transfer,19,0,ATM,1,1
374,3415.35,Withdrawal,14,0,Mobile,0,0
375,356.87,Transfer,8,0,Web,0,0
376,1595.56,Purchase,6,0,Web,0,0
377,4224.53,Transfer,12,0,ATM,0,0
378,117.34,Transfer,15,0,Mobile,0,0
379,4072.53,Purchase,14,1,ATM,0,1
380,1409.99,Transfer,1,0,Mobile,0,0
381,591.71,Withdrawal,11,0,Mobile,0,0
382,3483.99,Purchase,3,0,ATM,0,0
383,3145.09,Withdrawal,19,0,ATM,0,1
384,4387.48,Purchase,18,1,Mobile,1,1
385,3675.62,Withdrawal,2,0,ATM,0,0
386,4017.6,Withdrawal,7,0,Web,0,0
387,1410.89,Transfer,8,0,Web,0,0
388,888.02,Withdrawal,19,1,Web,0,1
389,3753.32,Transfer,15,1,Web,1,1
390,4034.37,Purchase,10,0,Web,0,0
391,4952.54,Withdrawal,1,1,ATM,0,0
392,2063.68,Withdrawal,6,0,Mobile,0,0
393,1860.72,Purchase,13,0,ATM,0,0
394,3882.29,Purchase,14,1,Web,0,1
395,1704.68,Withdrawal,3,1,Web,0,0
396,4653.86,Purchase,11,0,ATM,0,0
397,4292.21,Transfer,3,0,ATM,0,0
398,2145.54,Purchase,19,1,Mobile,0,0
399,3754.6,Purchase,10,0,Web,0,0
400,3772.96,Withdrawal,15,1,ATM,0,1
401,516.52,Transfer,11,0,Mobile,0,0
402,4512.86,Purchase,15,1,Web,0,1
403,2526.76,Transfer,13,1,Web,0,1
404,4132.46,Transfer,5,0,Web,0,0
405,1600.93,Transfer,4,1,ATM,1,1
406,4477.72,Withdrawal,13,0,Web,0,0
407,1946.62,Purchase,9,0,Web,0,0
408,55.18,Withdrawal,17,0,Mobile,0,0
409,4527.0,Purchase,2,0,ATM,0,0
410,457.34,Purchase,5,0,Mobile,0,0
411,1597.25,Withdrawal,16,1,ATM,0,1
412,4750.36,Transfer,7,0,Web,0,1
413,4753.09,Transfer,1,0,Mobile,0,0
414,2867.62,Purchase,12,1,ATM,0,1
415,3159.55,Withdrawal,11,0,ATM,0,1
416,2242.78,Transfer,12,0,Web,0,0
417,1466.76,Transfer,19,0,Web,0,0
418,1643.99,Purchase,12,0,Mobile,0,0
419,3362.92,Purchase,12,0,Mobile,0,0
420,3762.12,Withdrawal,14,1,ATM,0,1
421,3958.1,Purchase,2,0,Mobile,0,0
422,3948.3,Transfer,2,1,Web,0,0
423,456.94,Transfer,4,0,Mobile,0,0
424,2472.61,Transfer,16,0,Mobile,0,0
425,288.74,Transfer,10,0,ATM,0,0
426,2748.09,Withdrawal,13,0,Web,0,0
427,2208.21,Withdrawal,2,0,ATM,0,0
428,4438.63,Purchase,3,0,Web,0,0
429,1755.22,Purchase,19,0,Web,0,0
430,586.22,Purchase,6,0,ATM,0,0
431,715.82,Withdrawal,19,0,Mobile,0,0
432,3807.79,Transfer,19,0,ATM,0,1
433,3091.47,Purchase,8,0,Mobile,0,1
434,506.51,Transfer,14,0,ATM,0,0
435,421.45,Purchase,10,0,ATM,0,0
436,3505.14,Purchase,3,0,Mobile,0,1
437,364.74,Purchase,6,0,Mobile,0,0
438,4109.48,Purchase,15,0,Mobile,0,0
439,3531.5,Purchase,18,1,ATM,0,0
440,407.66,Transfer,14,0,Mobile,1,1
441,425.1,Purchase,19,0,Mobile,0,0
442,4933.21,Transfer,10,1,Mobile,0,1
443,1871.98,Withdrawal,15,0,Web,0,0
444,1853.84,Purchase,4,0,Mobile,0,0
445,4064.19,Transfer,2,0,Mobile,0,0
446,4736.3,Withdrawal,3,0,Mobile,0,1
447,4930.02,Withdrawal,7,1,Web,0,1
448,3767.14,Withdrawal,16,1,Web,1,1
449,1881.92,Transfer,10,0,Mobile,0,0
450,418.42,Purchase,19,1,Mobile,1,1
451,3885.96,Purchase,17,0,Mobile,0,0
452,2792.46,Transfer,19,0,Mobile,0,0
453,2121.69,Purchase,5,1,Web,0,0
454,4531.87,Transfer,13,0,Mobile,0,0
455,556.88,Purchase,13,0,Web,0,0
456,2463.63,Withdrawal,11,0,ATM,0,0
457,57.76,Purchase,11,0,Web,0,0
458,2343.83,Transfer,16,0,ATM,1,1
459,282.46,Transfer,15,0,Web,0,0
460,594.97,Withdrawal,17,0,Web,0,0
461,588.51,Transfer,18,0,Web,0,0
462,3246.4,Purchase,19,1,Mobile,1,1
463,3730.48,Purchase,4,1,Web,0,1
464,2917.26,Withdrawal,5,0,Mobile,0,0
465,4810.9,Transfer,7,1,Web,0,0
466,1874.98,Withdrawal,2,0,Web,0,0
467,1429.27,Purchase,1,0,ATM,0,0
468,4343.13,Withdrawal,12,0,Web,0,0
469,1118.76,Transfer,10,0,Mobile,0,0
470,4816.15,Withdrawal,8,0,ATM,0,0
471,61.76,Transfer,1,0,ATM,0,0
472,4849.42,Transfer,12,0,Web,0,0
473,216.76,Purchase,2,0,Web,1,0
474,4455.82,Purchase,10,1,ATM,0,1
475,2638.98,Purchase,17,0,Mobile,0,0
476,4964.83,Transfer,3,1,Web,0,0
477,369.91,Withdrawal,7,1,ATM,0,0
478,2769.72,Transfer,12,0,Mobile,0,0
479,4846.54,Purchase,8,0,Web,0,0
480,2615.97,Purchase,12,0,ATM,0,0
481,3147.36,Withdrawal,3,1,ATM,0,1
482,3479.05,Purchase,17,0,Web,0,0
483,2273.25,Purchase,9,0,Mobile,0,0
484,3138.16,Purchase,10,0,Mobile,0,1
485,2921.99,Withdrawal,6,0,ATM,0,0
486,4505.89,Transfer,1,1,Mobile,0,1
487,228.19,Purchase,12,0,ATM,0,0
488,1405.53,Withdrawal,5,1,Web,1,1
489,4752.11,Purchase,13,0,Mobile,0,1
490,4451.43,Withdrawal,15,0,Web,0,0
491,2278.83,Purchase,11,1,ATM,0,1
492,3101.04,Withdrawal,8,0,Web,0,0
493,1387.63,Purchase,5,1,Mobile,0,0
494,941.42,Transfer,2,0,Web,0,0
495,2319.03,Purchase,12,0,Mobile,1,1
496,1767.41,Withdrawal,2,0,Mobile,0,0
497,2918.7,Purchase,16,1,Mobile,0,1
498,389.6,Transfer,3,1,Mobile,0,1
499,4872.0,Purchase,10,0,Mobile,0,0
500,4931.07,Withdrawal,19,0,ATM,0,0
501,3491.11,Withdrawal,8,0,Web,0,0
502,2680.95,Transfer,7,0,ATM,0,0
503,1548.33,Withdrawal,1,0,Web,1,1
504,4069.16,Purchase,12,0,Web,0,0
505,3423.97,Purchase,5,1,Web,0,1
506,813.92,Purchase,16,0,ATM,0,0
507,4554.72,Withdrawal,4,1,Mobile,0,0
508,4112.86,Purchase,17,0,Mobile,0,0
509,4749.05,Purchase,2,0,ATM,0,1
510,3628.87,Purchase,12,1,Mobile,0,1
511,3067.46,Transfer,1,0,Web,0,1
512,2091.8,Withdrawal,12,1,Mobile,0,0
513,4663.71,Withdrawal,12,1,Mobile,0,1
514,4330.45,Withdrawal,12,0,Mobile,0,0
515,227.05,Transfer,19,0,Web,0,0
516,132.81,Withdrawal,17,0,Mobile,0,0
517,1882.94,Transfer,11,0,Mobile,0,0
518,4052.96,Transfer,13,0,Mobile,0,1
519,4936.39,Withdrawal,8,0,ATM,0,0
520,752.93,Purchase,10,0,ATM,0,0
521,2971.06,Purchase,8,0,Mobile,1,1
522,1905.07,Withdrawal,8,0,ATM,0,0
523,4849.6,Withdrawal,9,0,ATM,1,1
524,4210.75,Transfer,7,0,Web,0,0
525,4191.81,Withdrawal,14,0,ATM,0,1
526,2344.0,Transfer,2,0,ATM,0,0
527,2074.68,Withdrawal,11,0,Mobile,0,0
528,1367.76,Purchase,8,0,Web,0,0
529,282.82,Purchase,13,0,Web,1,1
530,4323.75,Withdrawal,15,1,Web,0,1
531,4064.69,Transfer,3,0,ATM,1,1
532,4998.59,Purchase,14,0,Mobile,0,1
533,4983.19,Transfer,15,1,Web,1,1
534,2777.6,Withdrawal,2,1,Web,0,1
535,3845.17,Withdrawal,19,0,ATM,1,1
536,4723.88,Purchase,12,0,Web,0,1
537,4248.39,Withdrawal,4,0,Mobile,0,1
538,1237.49,Purchase,3,0,Web,0,0
539,2253.27,Transfer,5,1,Mobile,0,1
540,646.67,Purchase,3,0,Mobile,0,0
541,4770.3,Purchase,15,1,Mobile,0,1
542,3031.27,Transfer,19,0,ATM,0,1
543,1143.99,Purchase,2,1,ATM,0,0
544,3358.83,Purchase,12,0,Mobile,0,0
545,3091.02,Withdrawal,5,0,Mobile,0,1
546,1791.46,Transfer,17,0,Web,0,0
547,568.67,Purchase,14,0,Web,0,0
548,3358.19,Transfer,10,0,Web,0,0
549,2602.02,Transfer,3,1,ATM,0,0
550,3861.82,Purchase,4,0,Web,0,0
551,2601.3,Withdrawal,6,0,Mobile,0,0
552,4261.06,Transfer,16,0,Mobile,0,0
553,2759.98,Purchase,7,0,ATM,0,0
554,2805.13,Transfer,15,1,ATM,1,1
555,4383.39,Withdrawal,11,0,Web,0,0
556,2018.01,Withdrawal,1,0,ATM,0,0
557,670.94,Withdrawal,5,0,Mobile,0,0
558,144.88,Purchase,13,0,Mobile,0,0
559,3775.93,Purchase,14,1,ATM,0,0
560,3101.93,Withdrawal,9,0,Mobile,0,0
561,3520.69,Purchase,17,0,ATM,0,0
562,1065.61,Withdrawal,15,1,Mobile,0,0
563,682.72,Purchase,7,0,Web,1,1
564,73.71,Withdrawal,12,0,ATM,0,0
565,1753.59,Transfer,6,1,ATM,0,1
566,2950.0,Withdrawal,16,0,ATM,0,0
567,1961.83,Withdrawal,5,1,Mobile,1,1
568,2187.94,Purchase,9,0,Web,0,0
